SITE,SITE CODE,SITENUM,TREATMENT,CORNER,ORGANIC,MINERAL,ROCK,CWD,LITTER,LICHEN_SUM,SEEDLVASC_SUM,MOSS_SUM,FORB_SUM,DECID_TREE_SUM,DECID_SHRUB_SUM,DECID_TOTAL,GRAM_SUM,EVERGREEN_SHRUB,CONIFER_SUM,,Achilla,ALCR,ALVI,ALNUS,AUPA,AUTU,ARAL,BENE,BRAR,BRPL,BRPS,BRYUM,CECU,CENI,CEPE,CEPU,CERATODON,CHAN,CHCA,CLBE,CLBO,CLCE,CLDE,CLCH,CLGR,CLNI,CLRA,CLSQ,CLADONIA,COCA,DIAC,DIPO,DISC,DICRANIUM,ERVA,EQAR,EQSC,EQSY,EQUISETUM,HYSP,LEDE,LEGR,LEPU,LEDUM,LIPE,LUAR,LYAN,MAPO,MALA,MARCHANTIA,MEPA,MUMU,NEES,NEPE,NERE,NEPHROMA,OECU,OXOX,PEAP,PEFR,PENE,PENI,PETASITES,PELITIGERA,PIGL,PIME,PINUS,PLSC,POAA,POAR,POCO,POCU,POJO,POJU,POPA,POPI,POPR,POA,POSC,POST,POTR,POLYTRICHIUM,PTCR,PYSC,RHRU,ROAC,RUAR,RUBUS,RUCH,SAGL,SAPU,SA_4,SA_5,SA_6,SA_7,SA_8,SALIX,SPAN,SPBE,TIAU,VAAL,VACA,VAOV,VAUL,VAVI,VACCINIUM,UNK_MOSS,UNK_LICHEN,UNK_GRAM,UNK BACK,UNK MICRO,UNK FORB,UNK_CLADONIA,UNK_RUBUS
DALTON,12_1_TLS,12,1,SW,90,10,0,5,0,7,5,207,4,8,40,48,40,20,1,,0,0,0,0,0,0,0,5,0,0,1,1,5,0,0,4,4,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,40,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
DALTON,12_1_TLS,12,1,NE,100,0,0,10,80,3,0,179,52,5,0,5,50,5,1,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,40,0,0,0,0,0,0,0,40,0,5,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0
DALTON,12_1_TLS,12,1,NW,100,0,0,0,30,5,5,196,3,0,3,3,25,63,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,3,2,0,0,0,0,5,0,0,3,0,3,0,0,0,5,5,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,20,0,0,1,0,0
DALTON,42_1,42,1,SW,100,0,0,4,30,38,0,228,1,0,10,10,8,50,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,1,0,0,0,0,35,2,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
DALTON,42_1,42,1,NW,60,40,0,8,50,7,0,199,0,0,15,15,15,46,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,1,3,1,0,0,0,0,5,0,0,0,15,15,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,5,6,0,1,0,0,0,0,0,0
DALTON,42_1,42,1,NE,100,0,0,10,20,18,15,153,1,0,3,3,2,26,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,0,0,0,0,15,0,0,2,0,2,0,0,0,15,15,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,8,0,0,0,2,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
DALTON,42_1,42,1,SE,100,0,0,5,30,1,0,127,0,0,10,10,10,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
DALTON,40_2,40,2,SE,100,0,0,15,20,2,2,296,1,0,0,0,3,85,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,25,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,3,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60,0,0,0,0,0,0,0,0
DALTON,40_2,40,2,NE,60,40,0,0,40,6,20,248,4,10,0,10,1,35,4,,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,5,1,0,0,0,0,6,0,0,0,5,5,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,0,0,1,0,0,0,20,0,0,0,1,0,15,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,35,0,0,0,0,0,0,0,0
DALTON,40_2,40,2,NW,100,0,0,5,30,10,25,350,2,0,0,0,3,40,1,,0,0,0,0,0,0,1,0,0,0,10,10,0,0,0,70,70,1,0,0,0,7,3,0,0,0,0,0,10,0,0,0,10,10,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
DALTON,40_2,40,2,SW,100,0,0,1,10,9,2,273,1,1,0,1,1,88,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,8,8,0,0,0,0,0,2,0,0,2,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,1,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,65,0,0,0,0,0,0,0,0
DALTON,8_2,8,2,SW,30,70,0,10,20,2,9,204,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,40,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,8_2,8,2,NW,70,30,0,10,50,4,70,321,3,11,0,11,0,5,2,,0,1,0,1,0,0,0,0,0,0,30,30,4,0,0,30,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0
DALTON,8_2,8,2,NE,50,50,0,3,40,2,1,217,1,2,0,2,1,53,1,,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,40,0,0,0,1,0,5,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,48,5,53,0,0,0,0,0,0,0,0
DALTON,8_2,8,2,SE,80,20,0,12,20,1,0,161,2,1,0,1,5,14,1,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,40,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,0,0,0,0,0,0,0,0
DALTON,16_2,16,2,NW,100,0,0,5,95,1,79,283,5,45,0,45,0,0,15,,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,5,10,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,16_2,16,2,NE,90,10,0,8,50,0,7,243,2,25,0,25,3,0,0,,0,0,0,0,0,1,0,0,0,0,10,10,0,0,0,25,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,16_2,16,2,SE,100,0,0,1,40,1,4,294,2,1,0,1,1,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,1,0,0,0,90,0,0,0,1,0,0,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,16_2,16,2,SW,100,0,0,3,95,0,82,288,0,28,0,28,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,0,0,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,15,10,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,44_0,44,0,SW,100,0,0,1,1,0,2,137,0,0,0,0,0,17,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
DALTON,44_0,44,0,SE,100,0,0,2,2,0,3,171,9,0,0,0,0,23,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,98,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
DALTON,44_0,44,0,NE,100,0,0,0,2,4,1,216,1,0,0,0,0,51,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
DALTON,44_0,44,0,NW,100,0,0,2,5,0,0,123,0,0,0,0,40,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,40,0,0,0,0,0
DALTON,48_1,48,1,NE,100,0,0,15,15,13,2,274,4,19,0,19,0,25,10,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,1,0,0,0,0,5,0,0,0,0,0,8,0,0,0,10,10,0,1,1,0,2,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,30,0,0,0,0,0,10,10,40,0,0,0,3,0,0,0,0,1,0,5,3,0,0,9,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3,0
DALTON,48_1,48,1,NW,100,0,0,10,50,10,0,269,3,20,0,20,0,50,1,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,40,1,0,0,0,0,5,5,0,0,0,0,10,0,0,0,20,20,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
DALTON,48_1,48,1,SW,70,30,0,0,30,9,11,300,4,2,0,2,2,35,1,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,40,40,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,1,10,0,11,0,35,0,0,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,20,0,0,0,2,0,20,0,40,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
DALTON,48_1,48,1,SE,90,10,0,2,30,20,10,460,15,35,0,35,0,5,75,,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,0,75,75,0,0,0,0,0,0,40,0,0,0,0,0,40,10,80,0,0,0,0,0,0,0,0,15,0,10,0,0,0,25,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0
DALTON,41_1,41,1,SW,50,50,0,10,5,41,2,383,1,0,0,0,6,48,25,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,10,30,0,0,0,0,40,0,0,0,5,5,0,0,1,1,2,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,6,0,0,0,50,0,0,0,6,0,0,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,0,1,0,0,0,0,0,0
DALTON,41_1,41,1,NW,80,20,0,10,10,15,1,368,2,0,0,0,2,65,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,0,0,0,8,2,0,0,0,0,10,0,0,0,5,5,0,0,0,1,1,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,0,0,0,60,0,0,0,2,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,5,0,0,0,0,0,0
DALTON,41_1,41,1,NE,80,20,0,5,25,25,0,278,20,0,2,2,25,51,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,5,10,0,0,0,0,15,0,0,0,5,5,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,25,0,0,0,20,0,0,0,25,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,6,0,10,0,0,0,0,0,0
DALTON,41_1,41,1,SE,,,,,,5,0,185,43,0,0,0,3,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,15,0,0,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,5,0,3,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
DALTON,10_0_TLS,10,0,SE,100,0,0,1,3,1,2,126,0,0,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,10_0_TLS,10,0,SW,100,0,0,3,2,7,1,122,2,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
DALTON,10_0_TLS,10,0,NW,100,0,0,1,3,3,1,116,0,0,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
DALTON,10_0_TLS,10,0,NE,100,0,0,10,30,1,0,152,0,0,0,0,0,8,20,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0
DALTON,58_0,58,0,NW,100,0,0,1,0,1,0,211,1,0,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,1,0,0,0,0,0,0
DALTON,58_0,58,0,NE,100,0,0,1,68,0,0,72,8,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0
DALTON,58_0,58,0,SE,100,0,0,1,1,1,0,271,10,0,0,0,0,71,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,96,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,43,0,0,0,0,0,0,0,0
DALTON,58_0,58,0,SW,100,0,0,1,1,1,2,169,0,0,0,0,0,28,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
DALTON,11_0,11,0,SW,100,0,0,0,2,4,0,138,0,0,0,0,1,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
DALTON,11_0,11,0,SE,100,0,0,0,1,5,0,284,1,0,0,0,0,85,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,80,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,1,0,0,0,0,0,0
DALTON,11_0,11,0,NE,100,0,0,1,1,9,1,212,0,0,0,0,0,48,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,1,0,0,0,0,0,0
DALTON,11_0,11,0,NW,100,0,0,0,0,0,0,198,0,0,0,0,0,45,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0
DALTON,52_1,52,1,NW,90,10,0,15,10,2,0,221,3,15,5,20,10,77,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,15,0,0,0,15,0,0,0,0,1,0,0,50,51,0,0,10,0,0,0,0,5
DALTON,52_1,52,1,SE,100,0,0,10,5,0,0,263,7,0,2,2,0,92,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,47,0,0,0,0,0,0,0,2
DALTON,52_1,52,1,SW,90,10,0,10,5,15,5,163,11,0,1,1,5,20,0,,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,1,0,0,0,0,10,5,0,0,0,0,15,0,0,5,0,5,0,5,0,0,5,1,0,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,5,0,0,0,0,1
DALTON,52_1,52,1,NE,100,0,0,0,10,3,3,140,2,25,0,25,5,25,3,,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,25,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,0,0
DALTON,65_1_TLS,65,1,NE,90,10,0,5,30,7,4,192,1,0,11,11,11,51,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,0,0,0,0,2,4,0,0,0,0,6,0,0,5,0,5,1,0,0,4,4,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,2,0,2,0,0,0,0,5,11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
